"","text"
"5994","capthca muncul ya blok hitam gitu gimana login"
"5995"," daftar bpjs kk tpi update nama kk mohon mohon solusinya tpi nik update disdukcapik"
"5996","knapa skrg apl yaa pembaharuan perubahan faskes "
"5997"," selesai update disuruh login ulanggiliran dilogin masukmohon diperbaiki"
"5998"," gangguan sulit pendaftaran peserta tambahkan pemblokiran peserta meninggal"
"5999"," login update busa login daftar update terbaru jg bos "
"6000"," ya verifikasi nomor telepon kodenya kirimkirim banget sampe coba instal ulang tolong"
"6001","ribet ah gagal "
"6002"," lupa sandi masuk nomor hp terdaftar sdh dipake mohon arahannya"
"6003"," pengembang pejabat urusin ttd doang login device kepikiran kk orang asli susah anggota kk periksa menunjukan id mendadak input akun periksa jgn ngajakin jahiliyah kartu visual ngapain kasih berita urgent orang sakit butuh kecepatan effisien periksa"
"6004"," membayar "
"6005","lupa pasword suruh hub no cs wa jawabannya menuntun"
"6006","lihat status kepesertaan aktif aktifinnya gmn yaudh wa chika blm ad jln keluarnyamohon dibantu"
"6007"," smua tau nomer bpjs masukan anggota kluarga terdaftar nggak mohon infonya"
"6008","sulit masuk berguna berguna pemilik disuruh chat wa jg sulit konfirmasi"
"6009"," buka alasan salah pasword coba kali akses klik lupa pasword solusi"
"6010"," buka jkn mobile tau buka instal tdk ditnggapi trus"
"6011","kode captcha muncul haduh gajelas koneksi lancar dipake nonton yutub lancar"
"6012"," dibuka capta nongol gimana masuk "
"6013","sayangnya mobile jkn tdk sediakan jaringan hub call center bpjs gratis meringankan masyarakat tnyakan"
"6014"," bagusssss ğğğğğmantap"
"6015"," buka loadingnya banget sinyal full"
"6016","udah masuk tp loading dipencet apaâ muncul diapaâin gimana bpjs nih"
"6017","perbaiki sistem semenjak update skrg login pembayan tp tertagih shopee perbaiki sistem merugikan masyarakat"
"6018","habis pembaharuan payah aplikasinya nggak akses"
"6019","gagal memuat transaksi gagal terushaduhhh"
"6020"," daftar bpjs ribet login"
"6021"," daftar bpjs masukan data sesuai kk ktp alamat sesui ktp masukan bener"
"6022"," mobile jkn sy buka hp buka no ktp no telp terbuka"
"6023"," updatenya mutar kelar kelar"
"6024","update mulu dikit dikit update repot amatttt"
"6025","habis update buka sih"
"6026"," buka giliran lihat masuk unistal ulang tetep aj segi data cocok tulis tolong update bpkibu"
"6027"," update versi login salah kartu password salah tdk mengerti mohon solusi "
"6028","ko pake email lupa paswordno hape terdaftar blokir gimana solusinya"
"6029"," lapor keluhan ngak yah"
"6030","inti ygue deg setuju banget"
"6031","update sign in nik salah coba register terdaftar ğ butuhnya tolong bu mas mbak"
"6032","maaff knp mw log in tidg bs ya mlah bilg ny numb kartu sm password salah berulangkali coba itslhslh slh pdhl password numb kartu masukin bener tlong dounk kasi solusi ny"
"6033","mohon pemerintah tingkat pelayanan nyajangan mempersulit masyarakatmasak reting bagus komplen semuajgn maaf benerin kesalahan biar masyarakat puas terbantu terimakasih"
"6034","gmn pakainya buka cma dowlod aj pakai"
"6035"," sih ganti nohp tercantum berbelitbelit hubini kecuali perubahan data identitas ok tibang nohp sih demen banget apanya digital manual keneh lapor lapor siniterus nunggu balesan nungguini helo ganti nohp ribet ya"
"6036"," peserta anak istri mohon klarifikasinya makasi"
"6037"," ğ"
"6038","knp jknku ngk bs login lg gra hp ya pdhl no hp msih sma truhlah mkin pasword lupa tp verifikasi no hp msih sm smp instal tetep jaa ngk bs pdhl hp lm bs"
"6039"," unfaedah"
"6040","kirim kode verifikasi sms ampun cepet pinjaman online kali kodenya terkirim gmn sih"
"6041","mohon perbaiki berkalikali mendaftar katru keluarga keterangan nik terdaftar kk "
"6042"," cek no kartu bpjs gimana ya"
"6043"," manasih lupa paswod ngak kode otp"
"6044"," masuk email lupa no bpjs masukin nik ttp mask"
"6045","udah coba ber kalikali dapet sms verifikasi no handphone udah update pulsa payahhhhh"
"6046","tolong permudah lg aplikasinya ğlg rumit ngapain website spt klo sulit aksesğº"
"6047","bayar giliran berobat bertele tele rujukanlah surat hadeh kaya kaga gunanya bayar bpjs"
"6048"," membantu masarkat membayar jangn pake atm karna masarakt atm masarakat mengluh karna penyakit karna peraturan masarakat penykitan"
"6049","done"
"6050"," updete login sy pakai email login login login pakai nomer hp login pake nomer hape pasword salah sy coba klik lupa pasword pulsa pulsa tolong min perbaiki pelayanan rumah sakit bpjs perbaiki pelayanan "
"6051","mhon perbaiki lg instal notif bsa berjalan hp sdh root pdhal hp sy blm root msih blang bru bln reset pasword slalu bermasalah versi sblm aman smpai sy ganti faskes terbaru mlah kacau"
"6052","admin mohon dibantu mendaftar tp bermasalah data lahir lahir isinya angka"
"6053","lalod"
"6054","udah telepo gnati nomor tp cek belom update udah gimana nih "
"6055"," update masuk"
"6056"," download cerita bikinin bpjs kesehatan dr perusahaan kerja trus isi no hp langsung kluar mohon pencerahan "
"6057"," gini login pk wifi ngga pdhl kuota fullknp hrs pulsa hpperubahan data hrs kuota pulsa sms"
"6058"," daftar online menambah anggota login daftar parah "
"6059","aneh"
"6060","lamaa masuk koneksi stabil internet gua mbps"
"6061","jaringan full kuota ngga masuk"
"6062","udah masukin no hpmalah "
"6063","sya kurangkan ğğğ gnti password pakai pulsa no kertu bpjs bilang tida tolong jagan persulit melunasi tunggakan bebrapa sms bhwa sya tunggakan"
"6064","knapa gua daftarr ajggg"
"6065","tolong balikin jkn klo reset password pake no telepon didaftar dijkn mobile opsi email no handphone mempermudah verfikasi kode otp tolong diperbaiki login lupa password ganti password ribet no handphone aktif klo ubah no handphone hubungi call center bpjs hadeh"
"6066"," pembayaran mohon tambahkan bank contihnya permata bank pengguna bank pembayaran bpjs terimakasih"
"6067"," nih isi no hp mesti pandawa keluarga udah no hp eh anak suami no hp cs dah gtu pandawa ribet "
"6068","susah banget daftar data data udah sesuai "
"6069"," update ngulang isi data nohp sandibbener ğğkesel puyeng nch"
"6070","kesal susah gamasuk masuk padhl udh daftar"
"6071","aneh ni daftar suruh masukin no kk gabisa giliran masukin nik kolom no kk aneh jd no kk no nik salah ribet"
"6072","instal ulang login salah pasword mulu pdahal udh bner dtambah pembayaran udh bberapa kali sebuln kli pembayaran tolong diperbaiki biar ribet gini makasih"
"6073"," daftar pelayanan klinik suruh daftar ulang manual loket nunggu "
"6074","mohon manajemen nomor kartu logintidak dibatasi maksimal kartu mohon disediakan menu download kartu kis nyabukan kertas putihan"
"6075"," eror sy datfar online alamat seduai ktp udh selesai data alamat sesuai ktp udah ktp kk alamat "
"6076","proses bertele tele sistem ribet muncul notif koneksi stabil koneksi stabil perubahan data ribet"
"6077"," blum daftar jg ğ"
"6078","ko gaabisaa nge downloadtolong infonya donng min"
"6079","kode verifikasi dikirim kirim masuk "
"6080","susah daftarnya data lahir ngk muncul kabupaten pilih"
"6081","susah masuknya ya udah regiater beberapakali berhasil paket data pulsa rb masak masuk masuk"
"6082","aga sush login"
"6083"," update pake login ulang eh sandi salah giliran kirim otp no hp beda aneh banget chat pandawa antri udah sore direspon pelayanan masyarakat jam pelayanannya itungan banget pake bpjs bayar gratis"
"6084"," berguna daftar nonik nonik terdaftar kk"
"6085"," masuk apelikasi"
"6086"," lengkap butuh lambat proses data halnya permintaan kode otp"
"6087","astaga pemerintah layak daftar aj susah kl bs dipake habisin anggaran "
"6088","jelek baget ngabisin pulsa kalw ngirim kode otp"
"6089"," masuk susah hrs ngulang ngulang lg mujet "
"6090"," sdh terdaftar susah masuk tolong mudah"
"6091","payah daftar jkn mobilenya stiap masuki nmor lg "
"6092","mohon perbaiki aplikasinya masuk "
"6093"," jkn mobile eggk instal"
"6094"," lupa pasword memasukan nomer hp memasukan nomer verifikasinya masukin nomer bpjs pasword nomer hp masukan nomer verifikasinya"
"6095","gmn buka pasword dikasih pasword sendri ngak bsa jga trus buka aplikasinya gmn"
"6096"," gimana meng aktif kisjkn pemerintah terdaftar"
"6097"," registrasi ya memverifikasi nomer telepon muncul kalimat transaksi proses silahkan coba mohon diperbaiki ya"
"6098"," ngga ganti faskes disuruh update ğğ"
"6099"," masuk disuruh lihat jaringan pkai lancar sungguh meresahkan"
"6100","kartu bpjs ganda klinik pertahanan keamanan klinik aryanata bekasi pensiun pindah klinik aryanata ttp aktif"
"6101"," petunjuknya pendaftaran memasukan no nik tp versi masukan no kk dimasukan no kk tdk kemenu kl dimasukan no nik bs kemenu tp no nik jd nokk bs edit gimana solusinya "
"6102"," sdh download muncul tulisan mobile jkn berjalan device sdh root"
"6103","pagi td aq ksih bintang krna mmg msh error aplksi skrg jd bintang deh krna udh respont dr aplksi saran sy cb kt jg pulsa nomer hp diverifikasi aplksi spya code verifikasi bs kt trima tnpa gangguankendala ğºutk nmbah bintang lg kt liat respont slnjtnya yaaaaaa ğ"
"6104","burukmau daftar susah"
"6105"," "
"6106","nomor handphone berubah download kartu print bilang nomor handphone sesuai ğ mohon penjelasannya"
"6107","gabisa login"
"6108"," melaporkan nama susi tolong tinjau pekerja bpjs rangkasbitung canbang serang banten beliau mempunya menghormati ornag bener bener urgent tolong tindak sop ynag bubuhkan peraturan uud berlakuu sekian aslamualikum mengurus pasien askes keluarga miskin komplen berat tolong tinjau"
"6109","aplikasinya bagus kelanjutannya download mendaftar peserta bpjs kesehatan oke hasilnya terdaftarkartunya pembayaran iuran admin tolong kelanjutannya terima kasih"
"6110"," ganti no hp susah ya allah"
"6111"," chat chikapandawatapi membantunomor terdaftar bpjs aktif gimana selanjutnyalagi kis ngedaftar pemerintah"
"6112","sulit daftar jkn mobile sbb verifikasi dikirim sms terlambat pengirimannya"
"6113","no comment"
"6114"," login dibilang terdaftar daftar bilang terdaftar no xxxxxxxxxxx no kayaknya chat chika ngecek status peserta terdaftar sihbingung update beginihelp ğğğ"
"6115","susah akses sinyal bner fulldan ribetsudah bkin kk sndiri tp akun msh ngikut kk ortubkan kk "
"6116"," kali mengajukan keluhan keluhan direspon scroll tolong diperbaiki "
"6117"," berubah yak masuk susah banget tinggal memasukkan nomor bpjs langsung login pakai password ğğ"
"6118","ribet daftar peserta nomor telepon hah error slalu update klo susah"
"6119"," gmna ya tampilan beda tampilan mah cover gambar orang masuk daftar no kk no ktpektp isi no kk ad slah anggota keluarga aktif terdaftarberarti langsung kantor bpjs gmna diarahinnya daftar peserta onlinesaya liyeur"
"6120"," update yaa ğ"
"6121"," mempersulit kebanyakan birokrasi"
"6122","gimana ganti nomer nomer udah nggak aktif min"
"6123"," membantu"
"6124"," verivikasi autodebit yalama sms saldonya "
"6125","ml"
"6126"," daftar no hp dipakai terdaftar no hp aktif"
"6127"," bia check saldo bpjs ketenagakerjaan"
"6128"," buka maunya update truscape dehhh"
"6129","nomor pandawa responya emosi sya udah wa perbaikan data jawabanya nomor nik kk terdaftar online didukcapil sya udah kedukcapil online"
"6130","ko gk bsa klik slanjutnya"
"6131"," coba app"
"6132","coba donk sya mw masuk tp gk verifikasi nomer hp close mw verifikasi tolong solusinya"
"6133"," privasi longgar orang merubah data mobile jkn konfirmasi "
"6134"," yaa menginput no tlp"
"6135"," simple cek ruwet"
"6136"," jelek jaringan bagus lemod"
"6137","nomor hp no bpjs no ktp login salah heran gimana sih gini ribet wort it pake login pake email cuman nomor bpjsnik heran"
"6138"," loading mulupadahal internet jaringan bagusssss muter mulu buka lancar giliran buka jkn muter terusss capek liatnya ğ"
"6139"," memudahkan peserta error petugaspegawai terkesan ogahogahan enggan mengurus keberlangsungan "
"6140"," kali update suka error"
"6141"," daftar ko ya no hp udh bener tulisannya status otp nomer xxxxxxxx pulsa "
"6142"," daftar sulit banget dm fia ig jg respon "
"6143"," versi log in "
"6144","pembayaran bpjs auto debet bank bni smpai tgl ditarik ya lakukan manual"
"6145"," daftar berkali kali susah login mengerti jkn "
"6146"," pengaduan susah akses via chat wa pandawa isi formulir gk tlpn care center nyambung hadeuhh tolong selevel negara problem gk beres"
"6147","kasih bintang kmrn daftar peserta apliksiny close bantuanny min"
"6148","pengen ganti identitas salah data nomor hp susah banget ngehubungi pandawa gimana ya pake lahiran nantiğ konsul online sibukada gangguan tolong bpjs pusat kasih sarannya gimana terbaik "
"6149"," login no hp aktif ganti no login jkn "
"6150","lahh iya keren nih gua blom kasih email email masuk keluarga nunggak tolong lahh gmna nyaman retas"
"6151"," daftar peserta no bpjs nyamau bayar iuran tagihan download jkn mobile bisahuh payah sistem memudahkan"
"6152"," ya cetak kartu bpjs istri kepala rumah tangga mencetak ğ"
"6153"," lambat pasahal pakai wifi"
"6154"," daftar isi alamat ya"
"6155","nomor telpon sesuai data didaftarin kantor kali ganti nomor hp gk pake nomor hp "
"6156","goooo"
"6157"," updateğ"
"6158"," membantu"
"6159"," login no handphone salah"
"6160"," maaf benerin coba ribet banget login susah udah update bagus gabisa dipake "
"6161","mantap"
"6162"," pake email masuk jd masuk"
"6163"," daftar gk trus"
"6164"," no hp pulsa kirim kode verifikasi kirim kode verifikasi sms biaya dibebankan pengguna diubah kode verifikasi wa email gratis kayaknya udah jarang ngisi pulsa isinya data internet mohon dipertimbangkan"
"6165"," daftar sihpadahal udah masukan nik kode gaftca loe gimana mohon bantuanya"
"6166"," mengubah kis mandiri pbi gimana ya"
"6167","sayang login akun perangkat rumah orang usia hp smartphone orang"
"6168","no nik password gagal susah log in parah membantu"
"6169"," perubahan data ribet kode otp terkirim beruntun berlaku tolong perbaiki layanan publik"
"6170","lemot "
"6171","sya daftar susah banget masukkin nomor teleponnya trus nomor daftar nomor jg pakai nama sya"
"6172","bpjs bayar ajh daftar online susahnya ampun coba pagi siang mlm ajh proses coba udh update versi terbaru "
"6173"," aplikasinya reset sandi mohon bantuannya"
"6174","alhamdulillah membantu"
"6175"," login min"
"6176","sy akses koq tolak no nik gmn nih min anggota keluarga sy ksih bintang "
"6177","maaf ğ knpa gagal instal menerus"
"6178"," susah ganti no hp yk "
"6179","udah perbaharui log in ğ"
"6180"," bantu knp dftr pengguna mobile jkn no tlp tdk sesuai dgn bpjs ya no org trdftr dibpjs gimna "
"6181","update update eh seminggu update parah"
"6182","sungguh jelek aplikasinya udh login berkali kali tolong ya perbaiki aplikasinya susah sumpah"
"6183","pengiriman kode otp berbayarkah keterangan nomer salahmasa tenggangpulsa seruis "
"6184"," update login tolong solusi terima kasih"
"6185","min login login pakai nomor bjps salahlogin nik salahkecawa gua update kaga ginikasih kejelasan"
"6186"," app utk mendaftarkan anggota pandawa bpjs utk area yogyakarta krn merepotkan"
"6187"," daftar via online udah masukkan nik kode lanjutkan tingkat daftar online kendala"
"6188","min susah banget masuk bagus bagus tuhknp susah amattolong diperbaiki "
"6189","tolong lupa pass pakai pulsa dapetin kode otp"
"6190"," gimana ko eror "
"6191"," bngt errornya"
"6192","tolong diperbaiki login susah"
